abbrev,title,cluster,qid,block,primary_drift,condition,suffix_was_stripped,tokens,d1,d2,d3,d4,total,d1_per1k,d2_per1k,d3_per1k,d4_per1k,total_per1k,tokens_raw,d4_raw,total_raw,d4_per1k_raw,total_per1k_raw
aow,Art of War,G3,Q11,5,D1,A2,False,595,0,1,0,1,2,0.0,1.680672268907563,0.0,1.680672268907563,3.361344537815126,595,1,2,1.680672268907563,3.361344537815126
aow,Art of War,G3,Q11,5,D1,B,True,258,0,1,0,0,1,0.0,3.875968992248062,0.0,0.0,3.875968992248062,276,1,2,3.6231884057971016,7.246376811594203
aow,Art of War,G3,Q12,5,D4,A1,False,373,0,1,0,0,1,0.0,2.680965147453083,0.0,0.0,2.680965147453083,373,0,1,0.0,2.680965147453083
aow,Art of War,G3,Q12,5,D4,A2,False,318,0,5,0,0,5,0.0,15.723270440251572,0.0,0.0,15.723270440251572,318,0,5,0.0,15.723270440251572
aow,Art of War,G3,Q12,5,D4,B,True,150,0,1,0,0,1,0.0,6.666666666666667,0.0,0.0,6.666666666666667,170,1,2,5.88235294117647,11.76470588235294
aow,Art of War,G3,Q13,5,D4,A1,False,426,0,2,2,0,4,0.0,4.694835680751174,4.694835680751174,0.0,9.389671361502348,426,0,4,0.0,9.389671361502348
aow,Art of War,G3,Q13,5,D4,A2,False,430,0,0,1,0,1,0.0,0.0,2.3255813953488373,0.0,2.3255813953488373,430,0,1,0.0,2.3255813953488373
aow,Art of War,G3,Q13,5,D4,B,True,181,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,199,1,1,5.025125628140704,5.025125628140704
aow,Art of War,G3,Q14,5,D3,A1,False,367,0,2,0,0,2,0.0,5.449591280653951,0.0,0.0,5.449591280653951,367,0,2,0.0,5.449591280653951
aow,Art of War,G3,Q14,5,D3,A2,False,381,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,381,0,0,0.0,0.0
aow,Art of War,G3,Q14,5,D3,B,True,193,0,1,0,0,1,0.0,5.181347150259067,0.0,0.0,5.181347150259067,213,1,2,4.694835680751174,9.389671361502348
aow,Art of War,G3,Q15,5,D3,A1,False,472,0,1,3,0,4,0.0,2.1186440677966103,6.355932203389831,0.0,8.474576271186441,472,0,4,0.0,8.474576271186441
aow,Art of War,G3,Q15,5,D3,A2,False,474,0,4,4,1,9,0.0,8.438818565400844,8.438818565400844,2.109704641350211,18.9873417721519,474,1,9,2.109704641350211,18.9873417721519
aow,Art of War,G3,Q15,5,D3,B,True,193,0,0,1,0,1,0.0,0.0,5.181347150259067,0.0,5.181347150259067,212,1,2,4.716981132075471,9.433962264150942
